id,Suburb,Type,Method,Real_Estate_Agent,Distance,Postcode,Number_of_Bedroom,Number_of_Bathroom,Number_of_Carpark,Latitude,Longitude,Median_rent_weekly
1312,Brighton East,t,PI,Buxton,10.7,3187,3,2,2,-37.9196,145.0205,600
1313,Brighton East,h,PI,Buxton,10.7,3187,4,2,2,-37.9292,145.0236,600
1314,Brighton East,h,S,Buxton,10.7,3187,4,3,2,-37.9186,145.0175,600
1315,Brighton East,t,SP,Buxton,10.7,3187,2,1,1,-37.9159,145.019,600
1316,Brighton East,h,S,Buxton,10.7,3187,4,3,2,-37.9182,145.0231,600
1317,Brighton East,u,VB,Buxton,10.7,3187,1,1,1,-37.9164,145.0228,600
1318,Brighton East,u,S,Buxton,10.7,3187,2,1,1,-37.9207,145.0079,600
1319,Brighton East,t,S,McGrath,10.7,3187,4,2,2,-37.9078,145.0222,600
1320,Brighton East,u,S,Hodges,10.7,3187,2,1,1,-37.9125,145.0114,600
1321,Brighton East,h,S,Buxton,10.7,3187,4,4,4,-37.9172,145.0214,600
1322,Brighton East,h,S,Buxton,10.7,3187,2,1,2,-37.9179,145.0127,600
1323,Brighton East,h,S,Buxton,10.7,3187,5,2,2,-37.9291,145.0283,600
1324,Brighton East,t,S,hockingstuart,10.7,3187,3,2,2,-37.9124,145.0132,600
1325,Brighton East,h,S,Buxton,10.7,3187,4,1,2,-37.9027,145.0225,600
1326,Brighton East,h,S,Buxton,10.7,3187,4,2,2,-37.9266,145.0088,600
1327,Brighton East,t,S,Buxton,10.7,3187,2,1,1,-37.9055,145.0173,600
1328,Brighton East,h,S,Marshall,10.7,3187,5,2,2,-37.9173,145.0142,600
1329,Brighton East,h,S,Buxton,10.7,3187,3,1,1,-37.9064,145.0229,600
1330,Brighton East,t,PI,Hodges,10.7,3187,4,3,2,-37.9295,145.0144,600
1331,Brighton East,h,PI,Hodges,10.7,3187,5,3,2,-37.9057,145.0101,600
1332,Brighton East,t,S,Gary,10.7,3187,3,2,1,-37.9084,145.0118,600
1333,Brighton East,t,SP,Buxton,10.3,3187,4,3,2,-37.91503,145.00888,600
1334,Brighton East,h,PI,Hodges,10.3,3187,5,3,2,-37.91818,145.01513,600
1335,Brighton East,h,SP,Nick,10.3,3187,4,3,2,-37.91777,145.01798,600
1336,Brighton East,h,S,Buxton,10.3,3187,4,2,2,-37.92884,145.01518,600
1337,Brighton East,h,VB,Buxton,10.3,3187,3,1,2,-37.90514,145.02524,600
1338,Brighton East,h,S,Purplebricks,10.3,3187,3,4,2,-37.92988,145.01085,600
1339,Brighton East,h,S,Buxton,10.3,3187,4,1,2,-37.91684,145.01727,600
1340,Brighton East,h,SP,Buxton,10.3,3187,2,1,1,-37.91704,145.01846,600
1341,Brighton East,u,PI,Buxton,10.3,3187,2,1,1,-37.93171,145.03041,600
1342,Brighton East,h,PI,Jellis,10.3,3187,4,1,2,-37.91053,145.02447,600
1343,Brighton East,h,SP,Buxton,10.3,3187,3,1,2,-37.93063,145.01314,600
1344,Brighton East,u,S,Hodges,10.3,3187,2,1,2,-37.91106,145.02394,600
1345,Brighton East,h,S,Marshall,10.3,3187,4,2,2,-37.90953,145.0155,600
1346,Brighton East,h,S,Jellis,10.3,3187,3,1,3,-37.92364,145.01118,600
1347,Brighton East,h,SP,Buxton,10.3,3187,3,2,2,-37.92698,145.02673,600
1348,Brighton East,h,SP,Hodges,10.3,3187,5,2,5,-37.93203,145.02844,600
1349,Brighton East,h,VB,Gary,10.3,3187,3,2,3,-37.90708,145.02531,600
1350,Brighton East,h,VB,Marshall,10.3,3187,5,2,2,-37.92824,145.00922,600
1351,Brighton East,h,S,RT,10.3,3187,4,1,2,-37.92851,145.00533,600
1352,Brighton East,t,VB,Buxton,10.3,3187,3,2,2,-37.9067,145.0247,600
1353,Brighton East,h,PI,buyMyplace,10.3,3187,4,3,2,-37.9178,145.0139,600
1354,Brighton East,h,S,Hodges,10.3,3187,2,1,2,-37.91444,145.02076,600
1355,Brighton East,h,PI,Buxton,10.3,3187,4,3,2,-37.92637,145.00904,600
1356,Brighton East,h,S,Marshall,10.3,3187,4,2,2,-37.9076,145.02043,600
1357,Brighton East,h,PI,Marshall,10.3,3187,4,2,2,-37.92367,145.00993,600
1358,Brighton East,h,S,Nick,10.3,3187,4,2,2,-37.91237,145.00882,600
1359,Brighton East,t,PI,Buxton,10.3,3187,3,2,2,-37.93001,145.01368,600
1360,Brighton East,h,PI,Nick,10.3,3187,4,4,2,-37.92824,145.02237,600
1361,Brighton East,h,VB,Marshall,10.3,3187,5,2,3,-37.90381,145.0106,600
1362,Brighton East,h,S,Woodards,10.3,3187,2,1,2,-37.90272,145.01869,600
1363,Brunswick,h,S,Nelson,5.2,3056,2,1,0,-37.7676,144.9665,441
1364,Brunswick,h,S,Jellis,5.2,3056,4,3,1,-37.7713,144.9643,441
1365,Brunswick,h,VB,Nelson,5.2,3056,4,3,1,-37.7624,144.9671,441
1366,Brunswick,h,S,Nelson,5.2,3056,4,2,3,-37.7637,144.9662,441
1367,Brunswick,u,S,Ray,5.2,3056,2,1,1,-37.7695,144.9528,441
1368,Brunswick,u,PI,Walshe,5.2,3056,1,1,1,-37.762,144.9647,441
1369,Brunswick,h,PI,Nelson,5.2,3056,3,3,1,-37.7575,144.9647,441
1370,Brunswick,u,S,Jellis,5.2,3056,2,1,1,-37.7608,144.968,441
1371,Brunswick,h,SP,Jellis,5.2,3056,3,1,0,-37.7661,144.9691,441
1372,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.7742,144.9542,441
1373,Brunswick,t,PI,Jellis,5.2,3056,2,1,1,-37.7588,144.9646,441
1374,Brunswick,u,S,Walshe,5.2,3056,2,1,1,-37.7643,144.9638,441
1375,Brunswick,u,S,Walshe,5.2,3056,2,1,1,-37.7601,144.9581,441
1376,Brunswick,u,S,Nelson,5.2,3056,2,1,1,-37.777,144.9703,441
1377,Brunswick,h,PI,Jellis,5.2,3056,4,1,0,-37.7611,144.9677,441
1378,Brunswick,h,S,Jellis,5.2,3056,3,1,1,-37.7701,144.9633,441
1379,Brunswick,h,S,Nelson,5.2,3056,3,1,1,-37.7622,144.9586,441
1380,Brunswick,t,S,Ray,5.2,3056,3,2,1,-37.7581,144.9514,441
1381,Brunswick,t,PI,Nelson,5.2,3056,2,2,1,-37.7723,144.9643,441
1382,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.757,144.9697,441
1383,Brunswick,u,S,Dingle,5.2,3056,3,2,1,-37.7697,144.9649,441
1384,Brunswick,h,S,Nelson,5.2,3056,3,1,0,-37.7619,144.959,441
1385,Brunswick,t,S,Nelson,5.2,3056,3,2,2,-37.7636,144.9559,441
1386,Brunswick,u,SP,Jellis,5.2,3056,2,1,1,-37.758,144.9667,441
1387,Brunswick,h,S,Nelson,5.2,3056,3,1,0,-37.7704,144.9695,441
1388,Brunswick,h,S,Jellis,5.2,3056,2,1,1,-37.7676,144.9659,441
1389,Brunswick,t,SP,Jellis,5.2,3056,2,2,1,-37.7617,144.9642,441
1390,Brunswick,h,S,Jellis,5.2,3056,3,2,1,-37.756,144.9587,441
1391,Brunswick,t,SP,RW,5.2,3056,3,2,1,-37.7703,144.9533,441
1392,Brunswick,h,S,Nelson,5.2,3056,2,1,0,-37.7611,144.966,441
1393,Brunswick,u,S,Walshe,5.2,3056,1,1,1,-37.7597,144.9548,441
1394,Brunswick,h,VB,Nelson,5.2,3056,4,2,3,-37.7769,144.9691,441
1395,Brunswick,h,S,Nelson,5.2,3056,4,1,1,-37.7728,144.9639,441
1396,Brunswick,h,S,Nelson,5.2,3056,4,2,1,-37.7722,144.9681,441
1397,Brunswick,h,S,Nelson,5.2,3056,3,1,1,-37.7597,144.9545,441
1398,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.7746,144.9697,441
1399,Brunswick,h,S,Jellis,5.2,3056,3,1,2,-37.7642,144.969,441
1400,Brunswick,u,S,Jellis,5.2,3056,3,1,1,-37.773,144.9624,441
1401,Brunswick,h,SP,Nelson,5.2,3056,3,1,1,-37.7776,144.963,441
1402,Brunswick,h,S,Nelson,5.2,3056,3,2,3,-37.7788,144.9688,441
1403,Brunswick,h,PI,Jellis,5.2,3056,2,1,0,-37.7572,144.9687,441
1404,Brunswick,u,S,Nelson,5.2,3056,2,1,1,-37.7634,144.9616,441
1405,Brunswick,h,S,Rendina,5.2,3056,3,1,6,-37.7757,144.9505,441
1406,Brunswick,h,S,Nelson,5.2,3056,3,1,2,-37.7702,144.9672,441
1407,Brunswick,u,S,Brad,5.2,3056,2,1,1,-37.7778,144.9594,441
1408,Brunswick,h,S,Nelson,5.2,3056,2,1,0,-37.762,144.9547,441
1409,Brunswick,t,PI,Jellis,5.2,3056,1,1,1,-37.7661,144.9614,441
1410,Brunswick,h,S,Collins,5.2,3056,3,2,1,-37.7763,144.9597,441
1411,Brunswick,u,SP,Jellis,5.2,3056,2,1,1,-37.7597,144.9655,441
1412,Brunswick,h,S,Jellis,5.2,3056,5,2,2,-37.7767,144.9645,441
1413,Brunswick,h,PI,Jellis,5.2,3056,2,1,1,-37.7704,144.9504,441
1414,Brunswick,u,S,Jellis,5.2,3056,2,1,1,-37.7598,144.9655,441
1415,Brunswick,h,S,Jellis,5.2,3056,3,1,2,-37.7626,144.9535,441
1416,Brunswick,h,S,Ray,5.2,3056,3,1,1,-37.7602,144.9543,441
1417,Brunswick,t,SP,RW,5.2,3056,3,2,1,-37.7703,144.9533,441
1418,Brunswick,h,S,Ray,5.2,3056,3,1,1,-37.7563,144.96,441
1419,Brunswick,h,S,Chambers,5.2,3056,2,1,1,-37.7646,144.9586,441
1420,Brunswick,h,S,Nelson,5.2,3056,3,1,1,-37.7603,144.9573,441
1421,Brunswick,t,S,Nelson,5.2,3056,2,2,1,-37.7625,144.9653,441
1422,Brunswick,u,S,Woodards,5.2,3056,2,1,1,-37.7703,144.9533,441
1423,Brunswick,u,S,Nelson,5.2,3056,2,1,1,-37.7775,144.9607,441
1424,Brunswick,h,S,Nelson,5.2,3056,3,1,0,-37.7621,144.9595,441
1425,Brunswick,t,S,Jellis,5.2,3056,2,2,1,-37.7744,144.9498,441
1426,Brunswick,t,SP,Jellis,5.2,3056,3,2,2,-37.7687,144.9649,441
1427,Brunswick,u,S,Jellis,5.2,3056,1,1,1,-37.7766,144.9574,441
1428,Brunswick,h,S,Nelson,5.2,3056,3,1,0,-37.7634,144.9593,441
1429,Brunswick,h,S,Ray,5.2,3056,3,1,1,-37.7737,144.965,441
1430,Brunswick,t,PI,Walshe,5.2,3056,3,2,1,-37.7776,144.9691,441
1431,Brunswick,h,S,Jellis,5.2,3056,4,2,2,-37.7725,144.964,441
1432,Brunswick,h,S,Ray,5.2,3056,3,1,1,-37.7589,144.9529,441
1433,Brunswick,t,PI,Nelson,5.2,3056,2,1,1,-37.7611,144.9622,441
1434,Brunswick,h,S,Walshe,5.2,3056,4,1,0,-37.7621,144.9506,441
1435,Brunswick,h,SP,Jellis,5.2,3056,3,1,3,-37.7649,144.9641,441
1436,Brunswick,h,S,Nelson,5.2,3056,3,1,1,-37.7741,144.9703,441
1437,Brunswick,h,PI,Jellis,5.2,3056,4,2,1,-37.7554,144.9544,441
1438,Brunswick,h,S,Nelson,5.2,3056,3,1,1,-37.7738,144.9695,441
1439,Brunswick,h,PI,Nelson,5.2,3056,3,2,1,-37.7687,144.9649,441
1440,Brunswick,u,S,Nelson,5.2,3056,2,1,2,-37.7706,144.9608,441
1441,Brunswick,u,S,Nelson,5.2,3056,1,1,1,-37.7775,144.9607,441
1442,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.759,144.9597,441
1443,Brunswick,h,SP,Collins,5.2,3056,1,1,1,-37.7643,144.9584,441
1444,Brunswick,h,S,Nelson,5.2,3056,3,2,1,-37.7719,144.9661,441
1445,Brunswick,h,S,Jellis,5.2,3056,4,2,1,-37.7745,144.9523,441
1446,Brunswick,h,S,Jellis,5.2,3056,2,1,2,-37.775,144.9536,441
1447,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.7656,144.9562,441
1448,Brunswick,h,S,Jellis,5.2,3056,3,1,2,-37.7723,144.9694,441
1449,Brunswick,u,SP,Walshe,5.2,3056,2,1,2,-37.7586,144.9653,441
1450,Brunswick,h,S,Woodards,5.2,3056,3,1,0,-37.7674,144.966,441
1451,Brunswick,u,S,Nelson,5.2,3056,1,1,1,-37.7767,144.9676,441
1452,Brunswick,h,S,Caine,5.2,3056,3,1,1,-37.7669,144.9664,441
1453,Brunswick,u,S,Ray,5.2,3056,2,1,1,-37.762,144.9647,441
1454,Brunswick,h,S,Jellis,5.2,3056,3,2,1,-37.7743,144.9637,441
1455,Brunswick,h,SP,Woodards,5.2,3056,4,2,1,-37.7733,144.9599,441
1456,Brunswick,h,PI,Jellis,5.2,3056,4,2,4,-37.7575,144.9716,441
1457,Brunswick,t,SP,Nelson,5.2,3056,3,2,1,-37.7698,144.9661,441
1458,Brunswick,u,SP,Harcourts,5.2,3056,1,1,1,-37.7783,144.9635,441
1459,Brunswick,u,PI,Jellis,5.2,3056,2,1,1,-37.7609,144.9623,441
1460,Brunswick,h,VB,Nelson,5.2,3056,4,3,2,-37.775,144.9513,441
1461,Brunswick,h,SP,Jellis,5.2,3056,2,1,0,-37.7731,144.9568,441
1462,Brunswick,u,VB,Brad,5.2,3056,2,1,1,-37.7732,144.951,441
1463,Brunswick,h,SP,Nelson,5.2,3056,3,2,0,-37.77588,144.95736,441
1464,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.77539,144.95576,441
1465,Brunswick,h,PI,Nelson,5.2,3056,2,1,1,-37.766,144.96076,441
1466,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.75697,144.95543,441
1467,Brunswick,t,SP,Jellis,5.2,3056,2,2,1,-37.7617,144.96406,441
1468,Brunswick,h,PI,Woodards,5.2,3056,4,1,2,-37.75967,144.97214,441
1469,Brunswick,u,SP,Jellis,5.2,3056,2,1,0,-37.77002,144.97154,441
1470,Brunswick,h,SP,Raine,5.2,3056,3,1,4,-37.77694,144.96669,441
1471,Brunswick,h,VB,Woodards,5.2,3056,2,1,0,-37.75908,144.96969,441
1472,Brunswick,h,S,Nelson,5.2,3056,4,1,1,-37.76792,144.97141,441
1473,Brunswick,h,PI,Woodards,5.2,3056,3,1,1,-37.77655,144.96325,441
1474,Brunswick,h,S,Nelson,5.2,3056,3,1,0,-37.76227,144.95649,441
1475,Brunswick,h,PI,Walshe,5.2,3056,2,1,1,-37.77111,144.96427,441
1476,Brunswick,h,S,Jellis,5.2,3056,5,3,4,-37.77501,144.95117,441
1477,Brunswick,h,SP,Nelson,5.2,3056,3,2,2,-37.76491,144.95253,441
1478,Brunswick,u,VB,Nelson,5.2,3056,2,1,1,-37.75867,144.95679,441
1479,Brunswick,h,S,Jellis,5.2,3056,4,2,2,-37.76549,144.96366,441
1480,Brunswick,h,S,Nelson,5.2,3056,3,1,1,-37.75746,144.95633,441
1481,Brunswick,h,S,Nelson,5.2,3056,3,1,1,-37.76085,144.95834,441
1482,Brunswick,h,VB,Nelson,5.2,3056,4,2,1,-37.76166,144.95065,441
1483,Brunswick,h,S,Raine,5.2,3056,3,1,1,-37.75887,144.97326,441
1484,Brunswick,h,S,Jellis,5.2,3056,2,1,0,-37.75815,144.97366,441
1485,Brunswick,h,S,Nelson,5.2,3056,4,3,6,-37.759,144.96623,441
1486,Brunswick,h,S,Jellis,5.2,3056,2,1,1,-37.75715,144.96824,441
1487,Brunswick,h,VB,hockingstuart,5.2,3056,2,1,0,-37.76806,144.9598,441
1488,Brunswick,h,SP,Nelson,5.2,3056,2,1,1,-37.7697,144.96866,441
1489,Brunswick,h,PI,Jellis,5.2,3056,4,2,2,-37.75792,144.97218,441
1490,Brunswick,h,S,Jellis,5.2,3056,3,1,1,-37.75877,144.97316,441
1491,Brunswick,h,VB,Nelson,5.2,3056,4,2,1,-37.77081,144.96318,441
1492,Brunswick,h,S,Nelson,5.2,3056,4,2,3,-37.76296,144.97239,441
1493,Brunswick,h,VB,Nelson,5.2,3056,5,3,1,-37.75587,144.95246,441
1494,Brunswick,h,S,Nelson,5.2,3056,5,2,2,-37.75607,144.95562,441
1495,Brunswick,h,VB,Jellis,5.2,3056,2,1,1,-37.76386,144.96776,441
1496,Brunswick,h,S,hockingstuart,5.2,3056,5,3,1,-37.75996,144.96994,441
1497,Brunswick,h,S,Nelson,5.2,3056,4,2,1,-37.762,144.9518,441
1498,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.76685,144.96615,441
1499,Brunswick,h,VB,Lindellas,5.2,3056,3,1,2,-37.77296,144.9562,441
1500,Brunswick,h,S,Nelson,5.2,3056,2,1,0,-37.76392,144.9662,441
1501,Brunswick,h,SP,Jellis,5.2,3056,4,3,2,-37.75782,144.97608,441
1502,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.75908,144.96959,441
1503,Brunswick,h,VB,Nelson,5.2,3056,4,2,1,-37.76289,144.95552,441
1504,Brunswick,h,PI,Jellis,5.2,3056,3,1,1,-37.77321,144.96039,441
1505,Brunswick,h,S,Nelson,5.2,3056,4,2,1,-37.76043,144.95136,441
1506,Brunswick,h,S,Collins,5.2,3056,4,2,0,-37.76699,144.96641,441
1507,Brunswick,h,S,Jellis,5.2,3056,4,2,1,-37.75474,144.9539,441
1508,Brunswick,h,VB,Brad,5.2,3056,4,2,1,-37.76101,144.96948,441
1509,Brunswick,h,SP,Nelson,5.2,3056,3,1,1,-37.75986,144.96671,441
1510,Brunswick,h,S,Nelson,5.2,3056,2,1,1,-37.77455,144.96865,441
1511,Brunswick,h,S,Peter,5.2,3056,3,2,1,-37.756,144.95869,441
1512,Brunswick,h,SP,Jellis,5.2,3056,2,1,2,-37.76032,144.95981,441
1513,Brunswick,h,S,McDonald,5.2,3056,3,1,0,-37.76276,144.9535,441
1514,Brunswick,h,PI,Woodards,5.2,3056,3,1,2,-37.76422,144.96888,441
1515,Brunswick West,u,S,Peter,5.9,3055,2,1,1,-37.768,144.9408,366
1516,Brunswick West,h,S,Nelson,5.9,3055,3,1,1,-37.7564,144.9422,366
1517,Brunswick West,u,S,Jellis,5.9,3055,2,1,1,-37.7665,144.9425,366
1518,Brunswick West,u,PI,Walshe,5.9,3055,1,1,1,-37.7586,144.9452,366
1519,Brunswick West,h,S,hockingstuart,5.9,3055,3,1,0,-37.7659,144.9494,366
1520,Brunswick West,h,SP,Woodards,5.9,3055,5,2,2,-37.7581,144.9414,366
1521,Brunswick West,t,VB,Nelson,5.9,3055,2,1,1,-37.7607,144.9393,366
1522,Brunswick West,u,SP,Grantham,5.9,3055,1,1,0,-37.7763,144.947,366
1523,Brunswick West,h,S,Brad,5.9,3055,3,1,2,-37.7589,144.9368,366
1524,Brunswick West,h,S,Ray,5.9,3055,3,1,0,-37.763,144.9439,366
1525,Brunswick West,u,SP,Nelson,5.9,3055,2,1,1,-37.7528,144.9368,366
1526,Brunswick West,u,SP,Nelson,5.9,3055,2,1,1,-37.7582,144.94,366
1527,Brunswick West,t,S,Nelson,5.9,3055,3,2,2,-37.7519,144.9324,366
1528,Brunswick West,h,PI,Jellis,5.9,3055,3,1,2,-37.7618,144.9497,366
1529,Brunswick West,h,S,Nelson,5.9,3055,3,1,2,-37.764,144.9428,366
1530,Brunswick West,h,S,Raine,5.9,3055,7,3,1,-37.7634,144.9403,366
1531,Brunswick West,u,PI,Jellis,5.9,3055,2,1,1,-37.7676,144.9394,366
1532,Brunswick West,h,S,Nelson,5.9,3055,3,1,1,-37.7728,144.9478,366
1533,Brunswick West,t,VB,Nelson,5.9,3055,2,1,1,-37.772,144.9406,366
1534,Brunswick West,h,S,Nelson,5.9,3055,2,1,1,-37.7619,144.9412,366
1535,Brunswick West,u,S,Brad,5.9,3055,2,1,1,-37.7595,144.9436,366
1536,Brunswick West,u,SP,Jellis,5.9,3055,2,1,1,-37.7688,144.9421,366
1537,Brunswick West,u,S,Ray,5.9,3055,2,1,1,-37.7524,144.9347,366
1538,Brunswick West,u,S,Jellis,5.9,3055,1,1,1,-37.7661,144.9422,366
1539,Brunswick West,u,S,hockingstuart/Advantage,5.9,3055,1,1,1,-37.7748,144.9483,366
1540,Brunswick West,h,PI,Jellis,5.9,3055,5,2,3,-37.7576,144.9348,366
1541,Brunswick West,u,SP,Jellis,5.9,3055,2,1,1,-37.7741,144.9449,366
1542,Brunswick West,h,S,Brad,5.9,3055,3,1,2,-37.7525,144.9321,366
1543,Brunswick West,u,PI,Walshe,5.9,3055,1,1,1,-37.7675,144.939,366
1544,Brunswick West,h,S,Ray,5.9,3055,3,1,1,-37.7575,144.9402,366
1545,Brunswick West,h,S,Nelson,5.9,3055,2,1,2,-37.7715,144.9426,366
1546,Brunswick West,u,VB,Nelson,5.9,3055,2,1,1,-37.7606,144.9443,366
1547,Brunswick West,t,S,Jellis,5.9,3055,2,1,2,-37.7659,144.9487,366
1548,Brunswick West,h,S,Nelson,5.9,3055,3,1,1,-37.7628,144.9459,366
1549,Brunswick West,u,PI,McDonald,5.9,3055,1,1,1,-37.7586,144.9433,366
1550,Brunswick West,h,PI,Jellis,5.9,3055,4,2,2,-37.7764,144.9479,366
1551,Brunswick West,h,S,Jellis,5.9,3055,3,1,1,-37.7604,144.9488,366
1552,Brunswick West,u,VB,Jellis,5.9,3055,2,1,1,-37.7686,144.9421,366
1553,Brunswick West,u,S,Jellis,5.9,3055,2,1,1,-37.7543,144.9385,366
1554,Brunswick West,t,S,Ray,5.9,3055,3,1,2,-37.7652,144.9454,366
1555,Brunswick West,h,VB,Nelson,5.9,3055,4,1,2,-37.7747,144.9474,366
1556,Brunswick West,u,S,Hodges,5.9,3055,2,1,1,-37.7647,144.9412,366
1557,Brunswick West,h,PI,Jellis,5.9,3055,2,1,1,-37.7577,144.9354,366
1558,Brunswick West,h,S,Nelson,5.9,3055,3,2,1,-37.7552,144.9458,366
1559,Brunswick West,h,PI,Nelson,5.9,3055,4,3,2,-37.7538,144.944,366
1560,Brunswick West,u,SP,hockingstuart,5.9,3055,2,1,1,-37.7686,144.9421,366
1561,Brunswick West,h,PI,Nelson,5.9,3055,2,1,0,-37.7622,144.9406,366
1562,Brunswick West,h,SP,Nelson,5.9,3055,3,3,1,-37.7559,144.9378,366
1563,Brunswick West,h,S,Woodards,5.9,3055,3,1,1,-37.766,144.945,366
1564,Brunswick West,h,VB,Nelson,5.9,3055,3,2,1,-37.7585,144.9504,366
1565,Brunswick West,t,PI,Nelson,5.9,3055,3,1,2,-37.7609,144.9416,366
1566,Brunswick West,u,S,RW,5.9,3055,2,1,1,-37.7707,144.9488,366
1567,Brunswick West,h,VB,Jellis,5.9,3055,2,1,1,-37.7711,144.9487,366
1568,Brunswick West,h,S,Nelson,5.9,3055,4,2,2,-37.7606,144.9499,366
1569,Brunswick West,u,S,Jellis,5.2,3055,1,1,1,-37.75847,144.94226,366
1570,Brunswick West,h,PI,Nelson,5.2,3055,3,2,4,-37.76545,144.94442,366
1571,Brunswick West,h,SP,Alexkarbon,5.2,3055,4,2,2,-37.76097,144.93933,366
1572,Brunswick West,h,S,Collins,5.2,3055,3,1,2,-37.76883,144.94592,366
1573,Brunswick West,u,S,Ray,5.2,3055,2,1,1,-37.75948,144.94758,366
1574,Brunswick West,h,S,Brad,5.2,3055,5,1,1,-37.77242,144.94458,366
1575,Brunswick West,h,VB,Jellis,5.2,3055,4,2,3,-37.7628,144.94011,366
1576,Brunswick West,u,VB,Jellis,5.2,3055,1,1,1,-37.7684,144.94214,366
1577,Brunswick West,h,VB,Nelson,5.2,3055,2,1,1,-37.76221,144.94055,366
1578,Brunswick West,h,S,Jellis,5.2,3055,2,1,1,-37.77279,144.94069,366
1579,Brunswick West,h,VB,Nelson,5.2,3055,3,1,1,-37.75918,144.94829,366
1580,Brunswick West,h,VB,Nelson,5.2,3055,4,2,2,-37.75465,144.94144,366
1581,Brunswick West,h,SP,Walshe,5.2,3055,2,1,2,-37.75772,144.94349,366
1582,Brunswick West,h,SP,Woodards,5.2,3055,3,1,2,-37.75744,144.94945,366
1583,Brunswick West,h,VB,Collins,5.2,3055,3,2,2,-37.76645,144.94133,366
1584,Brunswick West,h,S,Nelson,5.2,3055,3,2,1,-37.76007,144.94888,366
1585,Brunswick West,h,S,Raine,5.2,3055,3,2,2,-37.7561,144.9422,366
1586,Brunswick West,u,SP,Pagan,5.2,3055,2,1,1,-37.7582,144.94,366
1587,Brunswick West,h,S,Jellis,5.2,3055,3,1,1,-37.76259,144.94935,366
1588,Brunswick West,h,S,Alexkarbon,5.2,3055,3,1,2,-37.76347,144.94509,366
1589,Brunswick West,h,S,Nelson,5.2,3055,3,1,0,-37.76285,144.94346,366
1590,Brunswick West,h,S,Brad,5.2,3055,3,1,2,-37.7676,144.94559,366
1591,Brunswick West,h,S,Nelson,5.2,3055,3,1,2,-37.76703,144.94235,366
1592,Brunswick West,t,PI,Barry,5.2,3055,4,2,2,-37.75845,144.93448,366
1593,Bulleen,u,S,Jellis,11.8,3105,3,1,2,-37.7599,145.0849,459
1594,Bulleen,h,S,Jellis,11.8,3105,4,1,2,-37.7608,145.0862,459
1595,Bulleen,h,S,Jellis,11.8,3105,4,2,2,-37.7657,145.0957,459
1596,Bulleen,h,SP,Barry,11.8,3105,4,2,2,-37.7695,145.0869,459
1597,Bulleen,h,PI,Barry,11.8,3105,3,2,2,-37.7683,145.0959,459
1598,Bulleen,t,PI,Fletchers,11.8,3105,3,2,2,-37.7813,145.102,459
1599,Bulleen,h,PI,Barry,11.8,3105,3,2,1,-37.7689,145.099,459
1600,Bulleen,h,S,Ray,11.8,3105,4,2,2,-37.7724,145.1033,459
1601,Bulleen,h,S,Fletchers,11.8,3105,5,3,2,-37.7697,145.0871,459
1602,Bulleen,h,S,Barry,11.8,3105,3,3,2,-37.7733,145.0901,459
1603,Bulleen,h,PI,Barry,11.8,3105,4,2,1,-37.7679,145.0958,459
1604,Bulleen,u,S,Barry,11.8,3105,3,1,2,-37.7792,145.0903,459
1605,Bulleen,h,S,Jellis,11.8,3105,3,1,1,-37.7711,145.0928,459
1606,Bulleen,h,SP,Barry,11.8,3105,4,2,2,-37.765,145.0933,459
1607,Bulleen,h,PI,Fletchers,11.8,3105,3,2,1,-37.7765,145.1031,459
1608,Bulleen,h,VB,hockingstuart,11.8,3105,4,2,3,-37.7689,145.0895,459
1609,Bulleen,h,S,McGrath,11.8,3105,4,2,2,-37.7791,145.086,459
1610,Bulleen,h,PI,Barry,11.8,3105,3,1,2,-37.7674,145.0988,459
1611,Bulleen,h,PI,Barry,11.8,3105,4,2,2,-37.7743,145.0863,459
1612,Bulleen,h,S,Barry,11.8,3105,2,1,1,-37.7679,145.0978,459
1613,Bulleen,u,S,Jellis,11.8,3105,3,1,1,-37.7769,145.088,459
1614,Bulleen,t,S,Barry,11.8,3105,2,1,2,-37.7787,145.0918,459
1615,Bulleen,t,SP,Barry,11.8,3105,4,2,2,-37.7664,145.0884,459
1616,Bulleen,h,S,Barry,11.8,3105,3,2,3,-37.7612,145.0968,459
1617,Bulleen,h,S,RT,11.8,3105,5,4,4,-37.7735,145.0936,459
1618,Bulleen,h,S,Jellis,10.8,3105,4,3,4,-37.77387,145.0889,459
1619,Bulleen,h,PI,Barry,10.8,3105,3,2,1,-37.77892,145.09281,459
1620,Bulleen,h,VB,Jellis,10.8,3105,4,1,2,-37.77592,145.09714,459
1621,Bulleen,h,S,Purplebricks,10.8,3105,4,2,2,-37.76012,145.0854,459
1622,Bulleen,h,PI,Luxton,10.8,3105,4,2,3,-37.77352,145.09844,459
1623,Bulleen,h,S,Barry,10.8,3105,3,2,2,-37.76823,145.08103,459
